"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"College universitaire Glendon","GL","Introduction aux sciences biologiques","BIOL","1000","6","Introduction aux sciences biologiques","B","Angelica , Drexler"
"College universitaire Glendon","GL","Introduction aux sciences biologiques","BIOL","1000","6","Introduction aux sciences biologiques","B","Antoine , Reginensi"
"College universitaire Glendon","GL","Introduction aux theories psycholinguistiques appl","FRAN","3556","3","Theories psycholinguistiques et L2","A","Gaelle , Vercollier"
"College universitaire Glendon","GL","Introduction aux etudes en communication","COMS","1910","6","Introduction aux etudes en communication","B","Lianne , Pelletier"
"College universitaire Glendon","GL","Introduction to Academic Research in the Humanitie","CORE","1635","3","Introduction to Academic Research","N","Caroline , Disler"
"College universitaire Glendon","GL","Introduction to Academic Research in the Humanitie","CORE","1635","3","Introduction to Academic Research","N","Michael , Palamarek"
"College universitaire Glendon","GL","Introduction to Academic Research in the Humanitie","CORE","1635","3","Introduction to Academic Research","O","Alban , Bargain"
"College universitaire Glendon","GL","Introduction to Academic Research in the Humanitie","CORE","1635","3","Introduction to Academic Research","O","Caroline , Disler"
"College universitaire Glendon","GL","Introduction to Biological Science","BIOL","1000","6","Introduction to Biological Science","A","Angelica , Drexler"
"College universitaire Glendon","GL","Introduction to Biological Science","BIOL","1000","6","Introduction to Biological Science","A","Gaspard , Montandon"
"College universitaire Glendon","GL","Introduction to Communication Studies","COMS","1910","6","Introduction to Communication Studies","A","Short , Jonathan"
"College universitaire Glendon","GL","Introduction to Computing & Programming","CORE","1625","3","Introduction to Computing & Programming","N","Danny , Yoon"
"College universitaire Glendon","GL","Introduction to Computing & Programming","CORE","1625","3","Introduction to Computing & Programming","O","Mario , Roy"
"College universitaire Glendon","GL","Introduction to Computing & Programming","CORE","1625","3","Introduction to Computing & Programming","O","Remi M , Vives"
"College universitaire Glendon","GL","Introduction to Computing & Programming","CORE","1625","3","Introduction to Computing & Programming","P","Mario , Roy"
"College universitaire Glendon","GL","Introduction to Computing & Programming","CORE","1625","3","Introduction to Computing & Programming","P","Remi M , Vives"
"College universitaire Glendon","GL","Introduction to Creative Writing","EN","2800","3","Introduction to Creative Writing","A","Jessica , Moore"
"College universitaire Glendon","GL","Introduction to Development: Adolescence. Adulthoo","PSYC","3310","3","Intro to Develop:Adolesc.Adulthood/Aging","M","Marie , Hooper"
"College universitaire Glendon","GL","Introduction to Development: Infancy and Childhood","PSYC","3300","3","Intro Development: Infancy and Childhood","A","Bianca , Bondi"
"College universitaire Glendon","GL","Introduction to Economics: Macroeconomics","ECON","1010","3","Introduction to Economics:Macroeconomics","N","Arthur , Younger"
"College universitaire Glendon","GL","Introduction to Economics: Microeconomics","ECON","1000","3","Introduction to Economics:Microeconomics","B","Can , Erutku"
"College universitaire Glendon","GL","Introduction to Experimental Psychology","PSYC","2520","3","Introduction to Experimental Psychology","A","Buddhika , Bellana"
"College universitaire Glendon","GL","Introduction to Genetics / Introduction a la genet","BIOL","2150","3","Genetics / Genetique","M","Laura , McKinnon"
"College universitaire Glendon","GL","Introduction to Language and the Law","LIN","3820","3","Language and the Law","A","Marcia I , Macaulay"
"College universitaire Glendon","GL","Introduction to Law and Social Thought","PHIL","2923","3","Introduction to Law and Social Thought","B","Scott , Xavier"
"College universitaire Glendon","GL","Introduction to Linguistics","LIN","1603","6","Introduction to Linguistics","A","Kevin  , Reynolds"
"College universitaire Glendon","GL","Introduction to Philosophy: Ethics and Religion","PHIL","1612","3","Intro to Philosophy: Ethics and Religion","M","Tony , Kostroman"
"College universitaire Glendon","GL","Introduction to Philosophy: Mind. Meaning and Free","PHIL","1611","3","Intro Philosophy: Mind. Meaning. Freedom","A","Tony , Kostroman"
"College universitaire Glendon","GL","Introduction to Psychology","PSYC","2510","6","Introduction to Psychology","A","Stephanie , Marion"
"College universitaire Glendon","GL","Introduction to Psychology","PSYC","2510","6","Introduction to Psychology","M","Andree-Ann , Cyr"
"College universitaire Glendon","GL","Introduction to Social Psychology","PSYC","3660","3","Introduction to Social Psychology","A","Stephanie , Marion"
"College universitaire Glendon","GL","Introduction to Statistical Methods I","MATH","1610","3","Introduction to Statistical Methods I","A","Gordon , Craig"
"College universitaire Glendon","GL","Introduction to Statistical Methods II","MATH","1620","3","Introduction to Statistical Methods II","M","Gordon , Craig"
"College universitaire Glendon","GL","Introduction to Translation into English I","TRAN","2210","3","Intro. to Translation Into English I","A","Janice , Flavien"
"College universitaire Glendon","GL","Introduction to Translation into English II","TRAN","2220","3","Intro. to Translation Into English II","M","Janice , Flavien"
"College universitaire Glendon","GL","Introduction to the History of Modern Europe from","HIST","2905","6","Intro to Hist.Mod. Europe:1450-Present","A","Mark , Jurdjevic"
"College universitaire Glendon","GL","Introduction to the Science. Technology and Societ","NATS","1890","6","Intro. to Science. Techn. and Society","A","Kyle , Belozerov"
"College universitaire Glendon","GL","Introduction a l'informatique et a la programmatio","CORE","1625","3","Introduction a l'informatique","M","Mario , Roy"
"College universitaire Glendon","GL","Introduction a l'etude de la sexualite","SXST","1601","6","Introduction a l'etude de la sexualite","A","Michael , Palamarek"
"College universitaire Glendon","GL","Introduction a la gestion","ILST","1600","3","Introduction a la gestion","B","Angelo , Dossou-Yovo"
"College universitaire Glendon","GL","Introduction a la gestion de ressources humaines","ILST","2610","3","Gestion de ressources humaines","B","Hossam , Ali-Hassan"
"College universitaire Glendon","GL","Introduction a la linguistique appliquee","FRAN","3602","3","Introduction a la linguistique appliquee","A","Marie Elaine , Lebel"
"College universitaire Glendon","GL","Introduction a la linguistique generale et francai","FRAN","2600","6","Intro a la linguistique generale & franc","A","Henriette , Gezundhajt"
"College universitaire Glendon","GL","Introduction a la linguistique generale et francai","FRAN","2600","6","Intro a la linguistique generale & franc","C","Henriette , Gezundhajt"
"College universitaire Glendon","GL","Introduction a la linguistique generale et francai","FRAN","2600","6","Intro a la linguistique generale & franc","D","Henriette , Gezundhajt"
"College universitaire Glendon","GL","Introduction a la psychologie","PSYC","2510","6","Introduction a la psychologie","B","Stephanie , Marion"
"College universitaire Glendon","GL","Introduction a la psychologie experimentale","PSYC","2520","3","Intro a la psychologie experimentale","B","Buddhika , Bellana"
"College universitaire Glendon","GL","Introduction a la recherche universitaire en scien","CORE","1635","3","Intro a la recherche universitaire","M","Charles Antoine , Rouyer"
"College universitaire Glendon","GL","Introduction a la traduction audiovisuelle : Intro","TRAN","4235","3","Traduction A/V : Audiovisual Translation","M","Valerie , Florentin"
"College universitaire Glendon","GL","Invasion Biology. Biogeography and Evolution","BIOL","4200","6","Invasion Biology","A","Radu Cornel, Guiasu"
"College universitaire Glendon","GL","L'apprentissage de l'ecrit et de l'oral en francai","FRAN","4289","6","L'apprent de l'ecrit et de l'oral en FL2","A","Gaelle , Vercollier"
"College universitaire Glendon","GL","L'apprentissage du francais L2 : affectivite et co","FRAN","4563","3","L'apprentissage du francais L2","M","Gaelle , Vercollier"
"College universitaire Glendon","GL","La Famille","SOCI","2685","3","La Famille","B","Detelina , Radoeva"
"College universitaire Glendon","GL","La France a l'ere de la decolonisation","HIST","4616","3","La France a l'ere de la decolonisation","M","Rose T. , Ndengue"
"College universitaire Glendon","GL","La Vie Sauvage de Toronto: Ecologie urbaine et res","NATS","1200","6","La Vie Sauvage de Toronto","A","Michael , Cardinal-Aucoin"
"College universitaire Glendon","GL","La chanson engagee","FSL","3000","3","La chanson engagee","A","Catherine , Lamaison"
"College universitaire Glendon","GL","La diplomatie","ILST","4618","3","La diplomatie","N","Faustin Zacharie , Ntoubandi"
"College universitaire Glendon","GL","La memoire","PSYC","3390","3","La memoire","A","Genevieve , Quintin"
"College universitaire Glendon","GL","La sociologie politique : autorite. pouvoir et dom","SOCI","3672","3","La sociologie politique","N","Andrew C. , Dawson"
"College universitaire Glendon","GL","La theorie macroeconomique","ECON","2200","6","La theorie macroeconomique","A","Arthur , Younger"
"College universitaire Glendon","GL","Language and Society","LIN","2634","3","Language and Society","A","Marcia I , Macaulay"
"College universitaire Glendon","GL","Latin American Politics and Society","POLS","3671","3","Latin American Politics and Society","M","Dan , Berbecel"
"College universitaire Glendon","GL","Law. justice and equality","PHIL","2925","3","Law. justice and equality","N","Scott , Xavier"
"College universitaire Glendon","GL","Le XXe siecle : une perspective mondiale","HIST","2930","6","Le XXe siecle : une perspective mondiale","A","Alban , Bargain"
"College universitaire Glendon","GL","Le francais oral contemporain","FRAN","3870","3","Le francais oral contemporain","M","Anat , Avitzur"
"College universitaire Glendon","GL","Le francais par l'experience","FSL","2200","3","Le francais par l'experience","M","Catherine , Lamaison"
"College universitaire Glendon","GL","Learning. Behaviour Modification. and Behaviour Ma","PSYC","3555","3","Learning. Behaviour Modification/Managem","A","Marie , Hooper"
"College universitaire Glendon","GL","Les medias sociaux. la publicite et le marketing","COMS","2000","3","Medias sociaux. publicite et marketing","N","Thierry , Cote"
"College universitaire Glendon","GL","Linear Algebra I","MATH","1660","3","Linear Algebra I","A","Alexander , Nenashev"
"College universitaire Glendon","GL","Linear Algebra II","MATH","2660","3","Linear Algebra II","M","Alexander , Nenashev"
"College universitaire Glendon","GL","Linguistic Theory","LIN","4705","3","Linguistic Theory","A","Kevin  , Reynolds"
"College universitaire Glendon","GL","Linguistiques du discours et de l'enonciation","FRAN","4642","3","Intro aux linguist du discours/l'enonc.","A","Henriette , Gezundhajt"
"College universitaire Glendon","GL","Literary Translation - Traduccion Literaria","SP","4915","3","Literary Translation - Trad. Literaria","M","Maria Constanza Constanza, Guzman"
"College universitaire Glendon","GL","Live Theatre: An Introduction","DRCA","1001","3","Live Theatre: An Introduction","M","Aleksandar , Lukac"
"College universitaire Glendon","GL","Logic","PHIL","2640","6","Logic","A","Tony , Kostroman"
"College universitaire Glendon","GL","Logic of Social Inquiry: Qualitative Methods","SOCI","3680","3","Logic Of Social Inquiry: Qual. Methods","A","Detelina , Radoeva"
"College universitaire Glendon","GL","Macroeconomic Theory","ECON","2200","6","Macroeconomic Theory","B","Remi M , Vives"
"College universitaire Glendon","GL","Management Economics","ECON","3300","3","Management Economics","A","Nicolas-Guillaume , Martineau"
"College universitaire Glendon","GL","Managerial Accounting","ECON","2720","3","Managerial Accounting","M","Richard , Deklerk"
"College universitaire Glendon","GL","Mathematics of Investment I","MATH","1950","3","Mathematics of Investment I","M","Mario , Roy"
"College universitaire Glendon","GL","Memory","PSYC","3390","3","Memory","M","Ryan , Yeung"
"College universitaire Glendon","GL","Methodology of Spanish-English Translation 1: Adva","SP","4910","3","Methodology of SP-EN Translation 1","A","Martha , Batiz"
